dataset_id,tier,scale,algorithm,track,status,n_runs,build_time_s,qps,lat_p50_ms,lat_p95_ms,lat_p99_ms,rss_mb,index_bytes,bytes_per_insert,recall_at_k,recall_at_k_id_overlap,recall_at_k_tie_aware,update_latency_ms,energy_proxy,error_bits_min_hamming,error_bits_prefix_gap,hamming_audit_gap,online_accuracy,online_f1,adaptation_lag_steps
core:random,server,1M,core256/insert,core,ok,5,0.664795002,1504375.3250682,0.0006774000000000001,0.0007342,0.0011214,43.83984375,63500210.4,63.5002104,,,,,,,,,,,
core:random,server,1M,core256/match_batch,core,ok,5,0.009542761399999999,104830210.8708138,9.5428e-06,9.5428e-06,9.5428e-06,43.83984375,63500210.4,63.5002104,,,,,,,254.99941439999998,,,,
core:random,server,1M,core256/predict,core,ok,5,0.038005442,26318019.9461878,2e-05,3.3600000000000004e-05,4.6e-05,43.83984375,63500210.4,63.5002104,,,,,,,,,,,
core:random,server,1M,core256/probe,core,ok,5,0.0376569712,26557690.1678176,2e-05,3.320000000000001e-05,4.5400000000000006e-05,43.83984375,63500210.4,63.5002104,,,,,,,254.99941439999998,,,,
core:replay,desktop,100M,core256/insert,core,ok,5,1.3252932718000001,1509125.8612787998,0.00068,0.0007002,0.001031,8427.0546875,126999946.0,63.499973,,,,,,,,,,,
core:replay,desktop,100M,core256/match_batch,core,ok,5,0.0187932084,106423118.459449,9.3968e-06,9.3968e-06,9.3968e-06,8427.0546875,126999946.0,63.499973,,,,,,,254.9996805,,,,
core:replay,desktop,100M,core256/predict,core,ok,5,0.074741281,26759097.6659416,2e-05,3.3e-05,4.4800000000000005e-05,8427.0546875,126999946.0,63.499973,,,,,,,,,,,
core:replay,desktop,100M,core256/probe,core,ok,5,0.07451435240000001,26840572.2154424,2e-05,3.3e-05,4.5e-05,8427.0546875,126999946.0,63.499973,,,,,,,254.9996805,,,,
core:replay,desktop,10M,core256/insert,core,ok,5,0.5344797734,1496812.4257556,0.00068,0.0007002,0.0010387999999999999,8427.0546875,50799706.0,63.4996325,,,,,,,,,,,
core:replay,desktop,10M,core256/match_batch,core,ok,5,0.0075679046,105715313.52106,9.4598e-06,9.4598e-06,9.4598e-06,8427.0546875,50799706.0,63.4996325,,,,,,,254.998005,,,,
core:replay,desktop,10M,core256/predict,core,ok,5,0.0299067454,26750074.9934452,2e-05,3.3e-05,4.5e-05,8427.0546875,50799706.0,63.4996325,,,,,,,,,,,
core:replay,desktop,10M,core256/probe,core,ok,5,0.0298818146,26772713.6231924,2e-05,3.3e-05,4.5e-05,8427.0546875,50799706.0,63.4996325,,,,,,,254.998005,,,,
core:replay,desktop,1M,core256/insert,core,ok,5,0.6594872168,1516341.7110842,0.00068,0.0006986,0.0008888,8427.0546875,63499816.0,63.499815999999996,,,,,,,,,,,
core:replay,desktop,1M,core256/match_batch,core,ok,5,0.0093573636,106868740.3856574,9.3574e-06,9.3574e-06,9.3574e-06,8427.0546875,63499816.0,63.499815999999996,,,,,,,254.998843,,,,
core:replay,desktop,1M,core256/predict,core,ok,5,0.0374469094,26704873.9135512,2e-05,3.3e-05,4.52e-05,8427.0546875,63499816.0,63.499815999999996,,,,,,,,,,,
core:replay,desktop,1M,core256/probe,core,ok,5,0.0373013514,26808689.1126844,2e-05,3.3e-05,4.5e-05,8427.0546875,63499816.0,63.499815999999996,,,,,,,254.998843,,,,
core:replay,edge,100M,core256/insert,core,ok,5,1.3190409643999998,1516273.658653,0.0006746,0.0006962,0.0009828,8427.0546875,126999946.0,63.499973,,,,,,,,,,,
